lexical_form_sense_id,lexical_form_id,concept_id,anchor_id,sense_label,relation_type,provenance_note
FT-LFS-Q-34D2F70F7DE873,FT-LF-TEMPERATURE,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-6345CA542E75B6,FT-LF-MEAN_TEMPERATURE,FT-C-MEAN_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: mean temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-DB86F7D4695699,FT-LF-Q-4D7B02AFB69C,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-EE083BD01651C3,FT-LF-Q-9B181A6008A6,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-F6D13BF0B9A15D,FT-LF-Q-BBD1CED3B4CE,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-C09856508DC7CE,FT-LF-Q-DB26232B0DDF,FT-C-MEAN_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: mean temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-2ACCC923163440,FT-LF-Q-E8702919ACAE,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-077FBC8EC8FD07,FT-LF-Q-A3B7BAD260FF,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-C61F05A16B1661,FT-LF-Q-F000E5F45754,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-93C31C1ED8E72D,FT-LF-Q-37D350996846,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-2A4702CE04CBEC,FT-LF-Q-6ED65D7528DC,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-75C55384B158DD,FT-LF-Q-503E96757F1B,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1842,Provisional 1842 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-E52C328342842D,FT-LF-Q-75CD74B4B7CB,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1842,Provisional 1842 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-47547C075E936B,FT-LF-Q-E5E72BEB4E3C,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1842,Provisional 1842 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-A585A943CFE288,FT-LF-CLIMATE,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1842,Provisional 1842 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-C6893A4DE5BC67,FT-LF-Q-888F8647F9E3,FT-C-PHYSICAL_HEAT_STATE,FT-A1842,Provisional 1842 retrieval sense: physical heat source / state,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-5735C5053E2777,FT-LF-Q-ABBCAC484C11,FT-C-PHYSICAL_HEAT_STATE,FT-A1842,Provisional 1842 retrieval sense: physical heat source / state,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-E03CFAB79BEC10,FT-LF-Q-69A8DD45B417,FT-C-LOCAL_INSTRUMENTAL_TEMPERATURE,FT-A1842,Provisional 1842 retrieval sense: local / instrumental temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-7FBDB44DE9C79C,FT-LF-Q-DDC4ABE24429,FT-C-EXTREME_HEAT_HAZARD,FT-A1842,Provisional 1842 retrieval sense: extreme-heat hazard,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-687C842EE74C72,FT-LF-Q-92253C59509B,FT-C-EMBODIED_HEAT_EXPOSURE,FT-A1842,Provisional 1842 retrieval sense: embodied heat exposure,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-248F36E609C22D,FT-LF-Q-3036331B910B,FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,FT-A1938,Provisional 1938 retrieval sense: anthropogenic carbon-dioxide production,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-8313FBFD47CCD5,FT-LF-Q-DDF74783A656,FT-C-ATMOSPHERIC_CARBON_DIOXIDE,FT-A1938,Provisional 1938 retrieval sense: atmospheric carbon dioxide,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-598ECEEE6E7F4F,FT-LF-Q-7C26181F8501,FT-C-ANTHROPOGENIC_CARBON_DIOXIDE_PRODUCTION,FT-A1938,Provisional 1938 retrieval sense: anthropogenic carbon-dioxide production,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-E1990706AD815E,FT-LF-Q-9FE430E52746,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1938,Provisional 1938 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-FC801B9E40DA02,FT-LF-Q-BFD5A8ED7357,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1938,Provisional 1938 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-254668FE1ECF83,FT-LF-Q-E604D2BFC8EB,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1938,Provisional 1938 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-ECDC16D6988B0A,FT-LF-Q-9215236CF4E2,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1938,Provisional 1938 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-930C15FC6DF67B,FT-LF-Q-6398ACE2A1A8,FT-C-HISTORICAL_CLIMATE_CONDITION,FT-A1938,Provisional 1938 retrieval sense: historical climate / climatological condition,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
FT-LFS-Q-75BB742F2BB5AE,FT-LF-Q-82301C41EF4F,FT-C-MEAN_TEMPERATURE,FT-A1938,Provisional 1938 retrieval sense: mean temperature,RELATED_NOT_EQUIVALENT,Query-linked provisional sense; a raw Ngram hit is not accepted semantic evidence.
